incidentid,age,gender,race,criminalhistory
20200627VAHAS,Adolescent,Male,unknown,unknown
20200714MIWID,Adult,Male,unknown,unknown
20200701ILFRP,Adult,Male,White,unknown
20200704INLAM,Young Adult,Male,White,unknown
20200721SCBRO,Young Adult,Male,Black,unknown
20200727AZCAO,Adult,Male,unknown,unknown
20200804PAKEP,Adult,Male,unknown,unknown
20200729ILCOC,Adolescent,Male,unknown,unknown
20200817MIABG,Adult,Male,unknown,unknown
20200825MOWEC,Adult,unknown,unknown,unknown
19850418TNSOS,Young Adult,Male,unknown,No
20190522OHSAC,Adolescent,Male,unknown,unknown
20191115NJPLP,Adult,Male,Black,unknown
20200830TXLOD,Adolescent,Male,Hispanic,unknown
20200904FLLOJ,Adult,unknown,unknown,unknown
20200903GADOA,Adult,unknown,unknown,unknown
20200630OHLAW,Young Adult,Male,White,unknown
20200909TXSOH,Adult,Male,unknown,unknown
20200910ILPEP,Adult,Male,unknown,unknown
20191022NJBRB,Adolescent,Male,Black,unknown
20200916WAARG,Adult,Male,unknown,unknown
20200915UTVIB,Adult,Male,unknown,Yes
20200915SCYOR,unknown,unknown,unknown,unknown
20200917OHELA,Teen,Male,unknown,unknown
20200916CASOS,Young Adult,Male,Hispanic,unknown
20200910OHSAC,Adult,unknown,unknown,unknown
20200920UTLIS,unknown,unknown,unknown,unknown
20200918KYWIL,unknown,unknown,unknown,unknown
20200917ORDRP,unknown,unknown,unknown,unknown
20200919CAKRS,unknown,unknown,unknown,unknown
20200921CAPLP,Adult,Male,unknown,unknown
20200909PAWEW,Adult,Male,White,unknown
20200923FLHIJ,Young Adult,Male,Black,unknown
20200923PAWIW,Young Adult,Male,Black,unknown
20200924ILMCS,unknown,Male,unknown,unknown
20200924CAWAC,Adult,Male,Hispanic,unknown
20200924CAWAC,Adult,Male,Hispanic,unknown
20200924CAWAC,Adult,Male,Hispanic,unknown
20200928CTEAN,Adult,unknown,unknown,unknown
20200925ILROR,Adult,Male,unknown,Yes
20190127NVRER,Adult,Male,White,Yes
20200925NJHAH,unknown,unknown,unknown,unknown
20150521FLDUJ,Adolescent,Male,Black,unknown
20190918MNFOC,Adult,Male,unknown,Yes
20200930CADYL,unknown,unknown,unknown,unknown
20130129ALDAM,Adult,Male,White,unknown
20201005OKSOM,Teen,unknown,unknown,unknown
20201005ARKIH,Adult,Male,unknown,unknown
20201005ARKIH,unknown,unknown,unknown,unknown
20201009FLJEJ,Young Adult,Male,unknown,unknown
20201012TXNOD,Adult,Male,unknown,unknown
20161216FLSAJ,Adolescent,Male,Black,unknown
20190327FLMAJ,unknown,unknown,unknown,unknown
20190927CADER,Adolescent,Male,unknown,unknown
20190927CADER,Teen,Male,unknown,unknown
20201013RIRHP,unknown,unknown,unknown,unknown
20201012MNSHS,unknown,unknown,unknown,unknown
20201014PABRB,Child,Male,unknown,unknown
20201018KYSEL,unknown,unknown,unknown,unknown
20201014WAWAS,Young Adult,Male,Hispanic,unknown
20201014WAWAS,Adult,Male,Hispanic,unknown
20201002PAMAE,unknown,unknown,unknown,unknown
20201020ARJAP,Adolescent,Male,unknown,unknown
20201026GARIR,Adult,Male,Black,unknown
20201028NYROR,unknown,unknown,unknown,unknown
20201024CTSTS,unknown,unknown,unknown,unknown
20201029FLLAM,unknown,unknown,unknown,unknown
20201102COERE,unknown,unknown,unknown,unknown
20201108INTET,Young Adult,Male,Black,Yes
20201109CABAL,Adult,Male,unknown,unknown
20201109TXCOH,unknown,unknown,unknown,unknown
20201106AZKHT,Adult,Male,White,unknown
20201112PANAH,Young Adult,Male,unknown,unknown
20201112CACEU,Adult,unknown,unknown,unknown
20160928TNSYP,Adolescent,Male,unknown,unknown
20201113NCLIL,unknown,unknown,unknown,unknown
20201116TNWIM,Adult,Male,Black,unknown
20201117TXWEW,Teen,Male,unknown,unknown
20201117MTGRG,Young Adult,Male,White,unknown
20201124NCHEH,Adolescent,Male,unknown,Yes
20201125KSABG,Adult,Male,unknown,unknown
20201207ILEAC,unknown,unknown,unknown,unknown
20201211VATAY,unknown,unknown,unknown,unknown
20201216ILDUC,unknown,unknown,unknown,unknown
20191124CASEU,Young Adult,Male,Hispanic,unknown
20201229WAROS,unknown,unknown,unknown,unknown
20210114MDHIW,unknown,unknown,unknown,unknown
20210110ILSOS,unknown,unknown,unknown,unknown
20210121OHEAC,Adult,Male,unknown,unknown
20210121OKLOG,Adult,Male,unknown,unknown
20210127FLHOH,Teen,unknown,unknown,unknown
20210127FLHOH,Teen,unknown,unknown,unknown
20210201MIMUD,Teen,Male,Black,unknown
19900906GASOC,Adolescent,Male,unknown,unknown
20210205MDBEM,unknown,unknown,unknown,unknown
20210208MISCG,unknown,Male,unknown,unknown
20201225FLYOP,unknown,unknown,unknown,unknown
20210210TXFOF,Adolescent,Male,unknown,unknown
20210210NJSCP,unknown,unknown,unknown,unknown
20210210LASTS,Adult,Male,Black,unknown
20210214MNROM,unknown,unknown,unknown,unknown
20210127MSHAH,Adolescent,Male,Black,unknown
20210216NCTHS,Child,Male,unknown,unknown
20210216NCTHS,Child,Male,unknown,unknown
20210217TNKNK,Adult,Male,Black,unknown
20210219ILLIR,unknown,unknown,unknown,unknown
20210222CAHOV,unknown,unknown,unknown,unknown
20210224WAGAY,Teen,Male,unknown,unknown
20210226LAGEN,Adult,Male,Black,unknown
20210301ARWAP,Adolescent,Male,unknown,unknown
20210308SCEDC,Adult,Female,Black,unknown
20210309TNSAK,unknown,unknown,unknown,unknown
20210311OHCIC,Adult,unknown,unknown,unknown
20210313TXLEA,Adult,Male,Black,unknown
20210318KYGRL,Adult,Male,White,unknown
20210319WVSPM,Teen,Male,unknown,unknown
20210319WVSPM,Teen,Male,unknown,unknown
20210210TXFOF,Young Adult,Male,Hispanic,unknown
20210324ORFOS,Teen,Male,unknown,unknown
20180803IALIO,Adult,Male,White,unknown
20180803IALIO,Young Adult,Male,White,unknown
20180803IALIO,Adult,Male,White,unknown
20210326MOCAS,Adult,Male,unknown,unknown
20210327MAPEC,unknown,null,unknown,unknown
20210401OKCLC,unknown,null,unknown,unknown
20210401ALSES,Adolescent,Male,unknown,unknown
19790226CABAB,Young Adult,Male,White,Yes
20210104NYPEJ,Adult,Male,unknown,unknown
20210407ILPEP,Adolescent,Male,unknown,unknown
20210315INMEM,Young Adult,Male,unknown,unknown
20210315INMEM,Young Adult,Male,Black,unknown
20210406ILBAC,Young Adult,Male,unknown,unknown
20210412TNAUK,Adolescent,Male,Black,unknown
20210411INBIH,Adult,Male,Black,Yes
20210412CASAS,Adult,Male,Hispanic,Yes
20210413TNMAC,Adult,Female,White,unknown
20170415ORMEP,Teen,Male,Black,unknown
20210418OHWED,unknown,null,unknown,unknown
20210420TXHAH,Adult,Male,Black,unknown
20210426MNPLP,Child,Male,unknown,unknown
20210427TNLAM,Adult,Female,Black,unknown
20210427DESMS,Adult,Male,unknown,unknown
20210429NYURB,Adolescent,Male,unknown,Yes
20210429NYURB,Adolescent,Male,unknown,unknown
20210429CAVIV,Adolescent,Male,unknown,unknown
20210430INMAI,Adult,Male,unknown,unknown
20210501MNBES,Adult,Male,unknown,unknown
20210501MNBES,Adult,Male,unknown,unknown
20210501MNBES,Adult,Male,unknown,unknown
20210502ILCHC,Adult,null,unknown,unknown
20210514CASAS,Adolescent,Male,unknown,unknown
20210502ILCHC,Adult,null,unknown,unknown
20210506IDRIR,Adolescent,Female,unknown,unknown
19890209IDRIR,Adolescent,Male,unknown,unknown
20210506SCFOC,Young Adult,Male,unknown,unknown
20210505MICRC,Adult,Male,unknown,unknown
20210505SCWAW,Teen,Male,unknown,unknown
20210514CASAS,Adolescent,Male,unknown,unknown
20210511CAVEL,unknown,null,unknown,Yes
20210517TNAUM,Adult,Male,White,unknown
20210517MDLOC,Young Adult,Male,unknown,unknown
20210517MDLOC,Young Adult,Female,Hispanic,unknown
20210511NYPSB,Teen,Male,Black,unknown
20210525NJPAP,Adolescent,Male,unknown,unknown
20210601ILLIC,Adolescent,Male,unknown,unknown
20210606VADRA,unknown,null,unknown,unknown
20210606VADRA,unknown,null,unknown,unknown
20210607TXEAF,unknown,null,unknown,unknown
20210608KSHAK,Adolescent,Male,unknown,unknown
20210609TXNOH,Young Adult,Male,unknown,unknown
20210609VAWIR,Teen,Male,unknown,unknown
20210610CTHOW,Adult,Male,Hispanic,Yes
20210610CTHOW,Adult,Male,White,Yes
20210612MOMCF,Young Adult,Male,Black,unknown
20210613PAWIP,unknown,Male,unknown,unknown
20210613PAPAC,Adult,Male,unknown,unknown
20210614TXEAF,unknown,Male,unknown,unknown
20210614NCRJW,Adult,Male,White,Yes
20210614NCROR,unknown,null,unknown,unknown
20210614NCROR,unknown,null,unknown,unknown
20210614NCROR,unknown,null,unknown,unknown
20210620CAGRM,Adult,null,unknown,Yes
20210624ILABR,Adult,null,unknown,unknown
20210608KSHAK,Adolescent,Male,unknown,unknown
20210608PAMUS,Adolescent,Male,unknown,Yes
20210628CASLF,Adult,null,unknown,unknown
20210704NYDRR,unknown,null,unknown,unknown
20210708ILBEC,Adult,null,unknown,unknown
20210709KSCAW,Adult,Male,unknown,unknown
20210718ARFOL,Adult,null,unknown,unknown
20210719TXCAC,Teen,null,unknown,unknown
20210721ILTHC,unknown,null,unknown,unknown
20210727WATYS,Adult,Male,unknown,unknown
20210420TXHAH,Adult,Male,Black,unknown
20210517TXBRE,Adolescent,Male,unknown,unknown
20210804ALBUM,unknown,null,unknown,unknown
20210806LASTH,Adolescent,Male,Black,unknown
20210807ORGIP,unknown,null,unknown,unknown
20210805GACHD,Young Adult,Male,Black,unknown
20210811COMAC,unknown,null,unknown,unknown
20210810OHEAC,Child,Male,unknown,unknown
20210812CANOS,Teen,null,unknown,unknown
20210812GALIL,unknown,null,unknown,unknown
20210813NMWAA,Adolescent,Male,Hispanic,unknown
20210811CAOAO,unknown,null,unknown,unknown
20210813GACAS,unknown,null,unknown,unknown
20210814ILMAC,unknown,null,unknown,unknown
20180425NMHIA,Adult,Male,Hispanic,unknown
20210814SCDAH,unknown,null,unknown,unknown
20210818SCORO,Adolescent,Male,unknown,unknown
20210817COYED,Young Adult,Male,unknown,unknown
20210815VAROD,unknown,null,unknown,unknown
20210820NEMIO,Adult,null,unknown,unknown
20210820CACEF,Young Adult,Male,unknown,unknown
20210822ILWER,Adolescent,Male,unknown,unknown
20170813NYHUH,Adult,Male,Black,unknown
20210901NCMTW,Adolescent,Male,Black,unknown
20210830NCNEW,Adolescent,Male,Black,unknown
20210827INHAH,Adolescent,Male,Black,Yes
20210826OHNOT,Adult,Male,unknown,unknown
20210826NYHAH,Adult,Male,unknown,unknown
20210828CASAS,unknown,null,unknown,unknown
20210902ARLIL,Adult,Female,Black,unknown
20210907PAHAH,Teen,Male,unknown,unknown
20210907TNLAL,Adolescent,Male,unknown,unknown
20210907MAOMG,Young Adult,Male,unknown,unknown
20210907MAOMG,Young Adult,Male,unknown,unknown
20210908MNPRB,unknown,null,unknown,unknown
20210908MNPRB,unknown,null,unknown,unknown
20210908MNPRB,unknown,null,unknown,unknown
20210909ILCHC,Adult,null,unknown,unknown
20210909MITRF,Teen,Male,unknown,unknown
20210902INWEG,Teen,Male,unknown,unknown
20210903CAMTH,Adolescent,Male,unknown,unknown
20210909NCSHE,unknown,null,unknown,unknown
20210910CONOA,unknown,Male,unknown,unknown
20210910CASTP,Adult,Male,White,unknown
20210903NVDEL,Adult,null,unknown,unknown
20210901ILFRC,unknown,null,unknown,unknown
20210827VTEDB,unknown,null,unknown,unknown
20210826WAAKS,Adolescent,Male,unknown,unknown
20210826WAAKS,Adolescent,Male,unknown,unknown
20210827KYAPO,Adult,Male,unknown,unknown
20030410CAWAW,Young Adult,Male,unknown,unknown
20210915KYMAL,Adult,null,unknown,unknown
20210915ILCEC,Adolescent,Male,Black,unknown
20210908ILCEC,Young Adult,Male,unknown,unknown
20210916WIORM,Adult,Male,unknown,unknown
20210916UTPRP,Teen,Male,unknown,unknown
20210917NCPAW,Teen,Male,unknown,unknown
20210917VAHEH,unknown,null,unknown,unknown
20210917PAWEP,Teen,null,unknown,unknown
20210917GASWS,unknown,null,unknown,unknown
20210918COWIC,unknown,null,unknown,unknown
20210917TNAUK,unknown,null,unknown,unknown
20210914MOMCH,Adult,Female,unknown,unknown
20210914MOMCH,Adult,Female,unknown,unknown
20210914TNLAL,Adolescent,Male,unknown,unknown
20210913SCEDC,Adult,Female,Black,unknown
20210903CAMTH,Teen,Male,unknown,unknown
20210920OHEAC,unknown,Male,unknown,unknown
20210920OHEAC,unknown,Male,unknown,unknown
20210916OHBEC,unknown,null,unknown,unknown
20210921GAFRA,Adult,null,unknown,unknown
20210921PAVAP,unknown,null,unknown,unknown
20210920VAHEN,Adolescent,Male,unknown,Yes
20210921OHMIM,unknown,null,unknown,unknown
20210921KSEAW,Adolescent,Male,unknown,unknown
20210922NYSOB,unknown,null,unknown,unknown
20210922CTLIN,unknown,null,unknown,unknown
20210921FLLAL,Minor,null,unknown,unknown
20210915VASPS,Child,null,unknown,unknown
20210924MDWIB,unknown,null,unknown,unknown
20210924ALFAF,unknown,null,unknown,unknown
20210924VAESE,unknown,null,unknown,unknown
20210903NCJUC,unknown,null,unknown,unknown
20210903CABUB,Adult,Male,unknown,unknown
20210927ILCAC,Child,null,unknown,unknown
20210827PAACS,unknown,null,unknown,unknown
20210827PAACS,unknown,null,unknown,unknown
20210827PAACS,unknown,null,unknown,unknown
20210902GAWOS,Young Adult,Male,unknown,unknown
20210902NMALA,Adolescent,Male,unknown,unknown
20210902NMALA,Teen,null,unknown,unknown
20210928MESOS,unknown,null,unknown,unknown
20210902CASAL,Adolescent,Male,unknown,unknown
20210830FLOKW,Teen,Male,unknown,unknown
20210830MDNEO,Adult,Male,unknown,unknown
20210830NJWEN,unknown,null,unknown,unknown
20210929OHSHS,Adult,Female,unknown,unknown
20210924TNSTS,Young Adult,Male,Black,unknown
20210924TNSTS,Adolescent,Male,Black,unknown
20210930TNCUM,Adolescent,Male,unknown,unknown
20210827VAFRW,Adolescent,Male,unknown,unknown
20210930MSNEN,Child,Male,unknown,unknown
20190809NJWEN,Adolescent,Male,unknown,unknown
20211001TXYEH,Adult,Male,Black,unknown
20211001INBEI,Adolescent,Male,unknown,Yes
20211001NCSEF,unknown,null,unknown,unknown
20211001NCNOD,unknown,null,unknown,unknown
20211004PASCP,Adult,Male,unknown,Yes
20211004OHWOT,unknown,Male,unknown,unknown
20211005NDHEH,Teen,null,unknown,unknown
20211005NCGAC,Teen,Male,unknown,unknown
20210923IDRIR,Adolescent,Female,unknown,unknown
20211004ILLAC,unknown,null,unknown,unknown
20211006TXTIA,Young Adult,Male,Black,unknown
20211007PAANP,unknown,null,unknown,unknown
20211007DCWAW,Young Adult,Male,Black,unknown
20211007TXEAW,unknown,null,unknown,unknown
20211012ILWEC,unknown,null,unknown,unknown
20211012ARLIL,unknown,null,unknown,unknown
20211007NCEAD,Adult,Male,unknown,Yes
20211012OKUNT,Teen,Male,unknown,Yes
20211013ILMCC,unknown,null,unknown,unknown
20211008OKCOC,Teen,null,unknown,unknown
20211012MIELK,unknown,Male,unknown,unknown
20211015ALWIM,Young Adult,Male,Black,unknown
20211014MEREP,unknown,null,unknown,unknown
20211013PACHD,Child,Male,unknown,Yes
20211013PACHD,Child,Male,unknown,unknown
20211015CAKEF,Adult,Male,Black,Yes
20211018PALIP,Young Adult,Male,unknown,unknown
20211011ORROP,unknown,null,unknown,unknown
20211017ARROR,Adult,Male,unknown,unknown
20211021GABES,Adult,Male,White,Yes
20211022PAPHP,Young Adult,Male,unknown,Yes
20211021NYPSB,Adult,Male,unknown,unknown
20210915ILCEC,Adolescent,Male,unknown,unknown
20211026MSCAN,unknown,null,unknown,unknown
20211026ILWIC,Adult,Male,unknown,unknown
20211027SCCAS,Adolescent,Male,unknown,Yes
20211030PASTM,Adult,Male,unknown,unknown
19920530DCARW,unknown,Male,unknown,unknown
20211108NYTHB,Teen,Male,unknown,unknown
19930912ALFAF,unknown,null,unknown,unknown
19901110TXJUD,unknown,null,unknown,unknown
20211109NMMEL,Adult,Male,unknown,Yes
20211106FLOVO,Teen,Male,unknown,unknown
19890901VASAV,Young Adult,Male,unknown,unknown
19890901VASAV,Young Adult,Male,unknown,unknown
20211110NYITI,unknown,null,unknown,unknown
20210827PAACS,Adolescent,Male,unknown,unknown
20210827PAACS,Young Adult,Male,unknown,unknown
19871031SCANA,unknown,Male,unknown,unknown
20211115NYPOP,Adolescent,Male,unknown,unknown
20211119COHIA,Adolescent,Male,unknown,unknown
20211119COHIA,Adolescent,Male,unknown,unknown
20211116FLJAJ,Adult,null,unknown,unknown
20211119COHIA,Adolescent,Male,unknown,unknown
20211119MDGIB,unknown,null,unknown,unknown
20211116NYPSB,Adult,Male,unknown,unknown
20211124ILTHH,unknown,null,unknown,unknown
20211123OHCLC,Adult,Male,unknown,unknown
20211126CAWES,Adult,Male,unknown,unknown
20211129AZCHP,Teen,Male,unknown,unknown
20211130MIOXO,Adolescent,Male,unknown,unknown
20211130OHWHW,Young Adult,Male,unknown,unknown
20211125SCCEP,unknown,null,unknown,unknown
20211202WAGAS,Teen,Male,unknown,unknown
20211201TXSAP,Young Adult,Male,unknown,unknown
20211130TNHUH,Young Adult,Male,Black,unknown
20211130CALOL,unknown,null,unknown,unknown
20211102NMHIH,Child,Male,Hispanic,unknown
20211102NMHIH,Child,Male,unknown,unknown
20211206CAWIW,Adult,Male,unknown,unknown
20211206CAWIW,Adult,Male,unknown,unknown
20211203ARBLB,Young Adult,Male,unknown,unknown
20211208MOEWK,unknown,Male,unknown,unknown
20211207ILHAC,Young Adult,Male,Black,unknown
20211208KYSTL,unknown,null,unknown,unknown
20211206NYSUS,Adolescent,Male,unknown,unknown
20211210NCJEC,unknown,null,unknown,unknown
20211210NCJEC,unknown,null,unknown,unknown
20211209NYGRN,Adult,Male,unknown,unknown
20211210OHCAC,Adult,Male,unknown,Yes
20211211GAJOG,Adolescent,Male,unknown,unknown
20211211FLEDL,Adult,Male,unknown,unknown
20211213NCWEC,Teen,Male,unknown,unknown
20211212NYSCR,Young Adult,Male,unknown,unknown
20211213FLEAO,Teen,null,unknown,unknown
20211214VAMEN,Young Adult,Male,Black,unknown
20211214WISOM,Young Adult,Male,Black,unknown
20211129ILWER,Teen,Male,unknown,unknown
20211216SCEAC,Adolescent,Male,unknown,unknown
20211216NYPSB,Adult,Male,unknown,unknown
20200419NCABR,Young Adult,Male,unknown,Yes
20211217TXWOD,Teen,Male,White,unknown
20211119COHIA,Adolescent,Male,unknown,unknown
19930108PACRM,unknown,Male,unknown,unknown
19930203SCGAC,unknown,null,unknown,unknown
19930203SCLEL,Young Adult,Male,unknown,unknown
19920117SCGRG,Adolescent,Male,unknown,unknown
20211229NCCAS,Teen,Male,unknown,unknown
20211229NCCAS,Teen,Male,unknown,unknown
19920930CAPAL,Teen,Male,unknown,unknown
20220103WACHP,Adult,Female,unknown,unknown
20220104ILAUR,Adolescent,Male,unknown,unknown
20220104ILAUR,Adolescent,Male,unknown,unknown
20220103OHCOC,unknown,null,unknown,unknown
20220106CAFLS,Teen,Male,unknown,unknown
20220111NMVAA,unknown,null,unknown,unknown
20170127ILSCN,unknown,null,unknown,unknown
20220117TXPYH,Adult,Male,unknown,unknown
20220117TXPYH,Adult,Male,unknown,unknown
20220117TXPYH,Adult,Male,unknown,unknown
20220119FLSES,Adolescent,Male,Black,unknown
20220119VAMAP,Young Adult,Male,unknown,unknown
20220119VAMAP,Young Adult,Male,unknown,unknown
20220119VAMAP,Teen,Male,unknown,unknown
20220119PAPIP,unknown,Male,unknown,unknown
20220119PAPIP,unknown,Male,unknown,unknown
20220119DCANW,Adult,Male,unknown,unknown
20220121MDMAR,Adolescent,Male,unknown,unknown
20220127TXMOH,Adult,Male,unknown,unknown
20220126PABAP,unknown,null,unknown,unknown
20220114MDGAG,Adult,Male,Hispanic,unknown
20220129WIBEB,Adult,Male,unknown,unknown
20220124NVSUL,unknown,null,unknown,unknown
20220121GAMCA,Young Adult,Male,Black,unknown
20220201MNSOR,Young Adult,Male,Hispanic,unknown
20220201WIRUM,Adult,Male,unknown,unknown
20220128LACAM,Adult,Male,unknown,unknown
20220201MNSOR,Young Adult,Male,Hispanic,unknown
20220202KYLOR,unknown,null,unknown,unknown
20220204GASOD,Teen,Male,unknown,unknown
20220204ALWEB,unknown,null,unknown,unknown
20220208MDCAC,Adolescent,Male,unknown,unknown
20220208NYMOM,unknown,null,unknown,unknown
20220209NYMCB,Adolescent,Male,unknown,unknown
20220209MNMIM,Adult,Male,unknown,unknown
20220203NCSPS,unknown,null,unknown,unknown
20220211DCEAW,unknown,null,unknown,unknown
20220201ILALC,Adult,Male,unknown,unknown
20220217WAMCG,Adult,Male,unknown,unknown
20220219VACAC,unknown,null,unknown,unknown
20220218MATET,Young Adult,Male,unknown,unknown
20220218MATET,Adolescent,Male,unknown,unknown
20220218MATET,Adolescent,Male,unknown,unknown
20220218MATET,Adolescent,Male,unknown,unknown
20220220OKWIW,Adult,Male,unknown,unknown
20220221MDJOH,Adult,Male,unknown,unknown
20220220MSMCM,Teen,Male,unknown,unknown
20220222COLIP,unknown,null,unknown,unknown
20220225NMWEA,Adolescent,Male,Hispanic,unknown
20220225ALSOH,Child,null,unknown,unknown
20220223VAWOW,unknown,null,unknown,unknown
20220222TXALH,Adult,Male,unknown,unknown
20220214FLLAL,Adult,Male,Black,unknown
20220227DCDUW,unknown,null,unknown,unknown
20220228NYBOB,Teen,Male,unknown,unknown
20220303MIJWL,unknown,Male,unknown,unknown
20220304KSOLO,Young Adult,Male,Black,Yes
20220307IAEAD,Adolescent,Male,unknown,unknown
20220307IAEAD,Adolescent,Male,unknown,unknown
20220307IAEAD,Teen,Male,unknown,unknown
20220307IAEAD,Teen,Male,unknown,unknown
20220307IAEAD,unknown,Male,unknown,unknown
20220307IAEAD,Teen,Male,unknown,unknown
20220309TXNOH,Young Adult,Male,Black,unknown
20220309FLNOM,Young Adult,Male,Black,unknown
20220309FLNOM,Adolescent,Male,Black,unknown
20220310MDCOL,Adult,Male,unknown,unknown
20220309NMESE,unknown,null,unknown,unknown
20220310COROH,Adolescent,Male,unknown,unknown
20220311OHFAP,Adult,Male,unknown,unknown
20220311CADER,Teen,Male,unknown,unknown
20220311OHMAM,unknown,null,unknown,unknown
20220311WIJER,Child,null,unknown,unknown
20220310TNHAM,Adult,Female,Black,unknown
20220315WAEIY,Adolescent,Male,unknown,unknown
20220317AKREW,Teen,Male,unknown,unknown
20220315MATEB,Adolescent,Male,unknown,unknown
20220315MDPAB,unknown,null,unknown,unknown
20220314CAKRP,Adult,Male,unknown,unknown
20220313PANEP,unknown,null,unknown,unknown
20220316CALOR,Child,Male,unknown,unknown
20220318ILBAB,Teen,Male,unknown,unknown
20220319ALCEL,Adult,Male,Black,unknown
20220315GAFOF,Adult,null,unknown,unknown
20220321MSLEP,Adult,Male,unknown,unknown
20220321AZDES,Adult,Male,unknown,unknown
20220322VAJAR,Adult,null,unknown,unknown
20220321MIMAK,Adult,Female,Black,unknown
20220322TXWOD,Teen,null,unknown,unknown
20220318RICEP,Adolescent,Male,unknown,unknown
20220318RICEP,Young Adult,Male,unknown,unknown
20220322FLNEN,Adolescent,Male,White,unknown
20220324VARIW,Young Adult,Male,Black,unknown
20220315MATEB,Adolescent,Male,unknown,unknown
20220325TXROR,Teen,null,unknown,unknown
20220325TXROR,Teen,null,unknown,unknown
20220325TXROR,Teen,null,unknown,unknown
20220325TXROR,Teen,null,unknown,unknown
20220325TXROR,Teen,null,unknown,unknown
20220325TNBRM,Adult,Male,unknown,unknown
20220325UTHIS,Teen,Male,unknown,unknown
20220325UTHIS,Adult,Male,unknown,unknown
20220328NCOAC,Young Adult,Male,Black,unknown
20220329NVWEL,Adult,null,unknown,unknown
20220331SCTAG,Child,Male,unknown,unknown
20220330GABOA,Adult,Female,Black,unknown
20220331PAACP,Child,Male,unknown,unknown
20220328TXNOF,unknown,null,unknown,unknown
20220329VALUR,Teen,null,unknown,unknown
20220330AZKIK,Adolescent,Male,unknown,unknown
20220405PAERE,Minor,Male,unknown,Yes
20220406WVRIR,Adolescent,Male,unknown,unknown
20220406ORROP,unknown,null,unknown,unknown
20220410MALYL,unknown,null,unknown,unknown
20220406WASTM,unknown,null,unknown,unknown
20220411ARPIP,Teen,Male,unknown,unknown
20220413MISHS,Child,Male,unknown,unknown
20220414MSNEP,Teen,Male,unknown,unknown
20220414MSNEP,Teen,Male,unknown,unknown
20220414MSNEP,Teen,Male,unknown,unknown
20220415VAGAW,unknown,Male,unknown,unknown
20220403INBLB,Young Adult,Male,unknown,unknown
20220403INBLB,Adolescent,null,unknown,unknown
20220416IAMED,Adult,null,unknown,unknown
20220421NDMOM,unknown,null,unknown,unknown
20220422ORHOS,Teen,Male,unknown,unknown
20220422DCEDW,Young Adult,Male,unknown,No
20220424MOHAF,Young Adult,Male,Black,unknown
20220425WIWIM,unknown,null,unknown,unknown
20220425WIWIM,unknown,null,unknown,unknown
20220424MOHAF,Young Adult,Male,Black,unknown
20220426MIASI,Child,null,unknown,unknown
20220426GASOM,unknown,null,unknown,unknown
20220426GASOM,Adult,Female,unknown,unknown
20220427TXMOS,unknown,null,unknown,unknown
20220427INCOS,Child,null,unknown,unknown
20220422CAMOR,unknown,null,unknown,unknown
20220501OHHAC,unknown,null,unknown,unknown
20220501VALOM,Adult,Male,Black,unknown
20220430PAMCJ,Adult,Male,unknown,unknown
20220503CAARS,unknown,null,unknown,unknown
20220505OHLOL,Adolescent,Male,unknown,unknown
20220505OHLOL,Adult,Female,White,unknown
20220505ALDOD,Young Adult,Male,unknown,unknown
20220509GARIS,Adult,Female,Black,unknown
20220509NYEDS,Adult,Male,unknown,unknown
20220511FLJAJ,unknown,Male,unknown,unknown
20220512TXHEH,Young Adult,Male,unknown,unknown
20220513FLALW,unknown,null,unknown,unknown
20220512ARHOH,Adult,Male,unknown,unknown
20220513GASOM,unknown,null,unknown,unknown
20220515ILMEP,Adolescent,Male,unknown,unknown
20220516TXMEM,Teen,null,unknown,unknown
20220517ILWAC,Child,null,unknown,unknown
20220517CASAS,unknown,null,unknown,unknown
20220515NHBEB,Teen,Male,unknown,unknown
20220515NHBEB,Teen,Male,unknown,unknown
20220518FLPAP,Adolescent,Male,unknown,Yes
20220518TNRIM,Adolescent,Male,unknown,unknown
20220519MIEAK,Young Adult,Male,Black,Yes
20220519VAGER,unknown,null,unknown,unknown
20220520ILSOP,Adult,Female,unknown,unknown
20220520VAPOD,Teen,Male,unknown,unknown
20220520TNEAC,unknown,null,unknown,unknown
20220520OHCAC,Teen,Male,unknown,unknown
20220519MIEAK,Young Adult,Male,Black,unknown
20220519MIEAK,unknown,null,unknown,unknown
20220519MIEAK,unknown,null,unknown,unknown
20220519MIEAK,unknown,null,unknown,unknown
20220520ALMAT,unknown,null,unknown,unknown
20220523PASIP,unknown,null,unknown,unknown
20220524TXROU,Young Adult,Male,unknown,unknown
20220524DCPOW,unknown,null,unknown,unknown
20220526SCMEG,unknown,null,unknown,unknown
20220524WIRIM,Teen,Male,unknown,unknown
20220526TXDUA,Adult,Male,White,unknown
20220529ILDAC,unknown,null,unknown,unknown
20220529ILDAC,unknown,null,unknown,unknown
20220529ILDAC,unknown,null,unknown,unknown
20220530CAHEL,Adult,Male,unknown,unknown
20220531LAMON,unknown,null,unknown,unknown
20220601CAULL,unknown,Male,unknown,unknown
