Incident_ID,Year,Quarter,School,City,State,Targets,Bullied,Domestic_Violence,Gang_Related,Preplanned
20101129WIMAM,2010,Fall,Marinette High School,Marinette,WI,Victims Targeted,0,0,0,0
20101023KSTOT,2010,Fall,Topeka West High School,Topeka,KS,Victims Targeted,0,0,0,0
20101008CAKEC,2010,Fall,Kelly Elementary School,Carlsbad,CA,Random Shooting,0,0,0,0
20101001CAALS,2010,Fall,Alisal High School,Salinas,CA,Victims Targeted,,0,1,0
20100921SCSOC,2010,Fall,Socastee High School,Conway,SC,Victims Targeted,1,0,0,1
20100908MIMUD,2010,Fall,Mumford High School,Detroit,MI,Random Shooting,0,0,0,0
20100830TNSUB,2010,Summer,Sullivan Central High School,Blountville,TN,Victims Targeted,0,0,0,
20100518CASOS,2010,Spring,South Gate High School,South Gate,CA,Both,,unknown,unknown,0
20100428VAWOP,2010,Spring,Woodrow Wilson High School,Portsmouth,VA,Neither,1,0,0,0
20100226WABIT,2010,Winter,Birney Elementary School,Tacoma,WA,Victims Targeted,0,0,0,0
20100223CODEL,2010,Winter,Deer Creek Middle School,Littleton,CO,Random Shooting,unknown,0,0,0
20100210TNINK,2010,Winter,Inskip Elementary School,Knoxville,TN,Victims Targeted,0,0,0,0
20100205ALDIM,2010,Winter,Discovery Middle School,Madison,AL,null,,unknown,unknown,
null,null,null,No,null,null,null,,unknown,unknown,
20100120ALLIL,2010,Winter,Livington High School,Livington,AL,Victims Targeted,0,1,0,0
20091211LABOS,2009,Winter,Booker T. Washington High School,Shreveport,LA,Victims Targeted,0,1,0,0
20091106PAHAW,2009,Fall,Hamilton High School (bus),West Philadelphia,PA,Victims Targeted,1,0,0,0
20091030CAWIL,2009,Fall,Wilson High School,Long Beach,CA,Both,0,0,1,0
20091016SCCAC,2009,Fall,Carolina Forest High School,Conway,SC,Victims Targeted,N/A,N/A,N/A,N/A
20091008NYMAM,2009,Fall,Mattituck Junior-Senior High School,Mattituck,NY,Random Shooting,0,0,0,0
20090916VAVIG,2009,Fall,Virginia Randolph Community High School,Glen Allen,VA,Victims Targeted,,unknown,0,0
20090908CTSTS,2009,Fall,Stamford Academy,Stamford,CT,Victims Targeted,0,0,0,0
20090827NCWEF,2009,Summer,Westover High School,Fayetteville,NC,Victims Targeted,0,0,0,0
20090624IAAPP,2009,Summer,Aplington-Parkersburg High School,Parkersburg,IA,Victims Targeted,,0,0,0
20090615CAINS,2009,Summer,International Studies Academy,San Francisco,CA,null,,0,1,0
20090518LALAL,2009,Spring,Larose-Cut Off Middle School,Larose,LA,null,,0,0,0
20090505NYCAC,2009,Spring,Canandaigua Academy,Canandaigua,NY,Victims Targeted,,unknown,0,0
20090501WISHS,2009,Spring,Sheboygan High School,Sheboygan,WI,Victims Targeted,,unknown,0,0
20090413CALOL,2009,Spring,Locke High School,Los Angeles,CA,Victims Targeted,,unknown,1,0
20090311TXCYH,2009,Spring,Cypress Ridge High School,Houston,TX,NA,N/A,N/A,0,0
20090310FLRIJ,2009,Spring,Ribault High School,Jacksonville,FL,null,0,0,0,0
20090306NCWEF,2009,Spring,Westover High School,Fayetteville,NC,Random Shooting,0,0,0,0
20090302SDROS,2009,Spring,Robert Frost Elementary School,Sioux Falls,SD,Victims Targeted,,0,0,0
20090223CTBRN,2009,Winter,Brien McMahon High School,Norwalk,CT,null,,unknown,1,0
20090220CAJOH,2009,Winter,John Muir Elementary School,Hayward,CA,Victims Targeted,0,0,unknown,0
20090217MICED,2009,Winter,Central High School,Detroit,MI,Both,0,0,0,0
20090211NCSCZ,2009,Winter,School bus,Zebulon,NC,Random Shooting,0,0,0,0
20090210CABAE,2009,Winter,Baker Elementary School,El Monte,CA,NA,0,0,0,0
20090127NCCLC,2009,Winter,Clayton High School,Clayton,NC,NA,0,0,1,0
20090123ILCAC,2009,Winter,Cahokia High School,Cahokia,IL,Victims Targeted,0,0,0,0
20090120PAEAE,2009,Winter,East High School,Erie,PA,Both,0,0,0,0
20090120MIBEM,2009,Winter,Beecher High School,Mount Morris Township,MI,null,,0,0,0
20090120ILCOC,2009,Winter,Collins HIgh School,Chicago,IL,null,0,0,0,0
20090114ILPEC,2009,Winter,Perspectives Charter School,Chicago,IL,Random Shooting,0,0,unknown,0
20090109ILDUC,2009,Winter,Dunbar High School,Chicago,IL,Both,0,0,1,0
20090108DEWIN,2009,Winter,William Penn High School,New Castle,DE,Random Shooting,0,0,0,0
20081231OKKEN,2008,Winter,Kennedy Elementary School,Norman,OK,Victims Targeted,0,0,0,0
20081231GASHS,2008,Winter,Shuman Middle School,Savannah,GA,Random Shooting,0,0,0,0
20081227PAWIP,2008,Winter,William H. Harrison Elementary School,Philadelphia,PA,null,0,0,unknown,0
20081222FLLAL,2008,Winter,Largo Middle School,Largo,FL,Victims Targeted,0,0,0,0
20081221SCSUS,2008,Winter,Summerville High School,Summerville,SC,Both,0,0,0,0
20081212NYWIM,2008,Winter,William Floyd High School,Mastic Beach,NY,Both,0,0,0,0
20081212NCGUA,2008,Winter,Guy B. Teachey Elementary School,Asheboro,NC,Random Shooting,0,0,0,0
20081205MNSHF,2008,Winter,Shattuck St. Mary's Prep School,Faribault,MN,Victims Targeted,0,0,0,0
20081202CAKIK,2008,Winter,King City High School,King City,CA,Both,0,0,1,0
20081130CAOAG,2008,Fall,O A Peters Elementary School,Garden Grove,CA,Victims Targeted,0,0,1,0
20081125TXNOH,2008,Fall,North Forest High School,Houston,TX,null,0,0,0,0
20081118CACOO,2008,Fall,Cole Middle School,Oakland,CA,null,0,0,0,0
20081118CACEC,2008,Fall,Central Valley High School,Ceres,CA,Victims Targeted,0,0,0,0
20081115UTDES,2008,Fall,Desert Hills High School,St. George,UT,Neither,0,0,0,0
20081115COTHL,2008,Fall,Thompson Valley High School,Loveland,CO,Victims Targeted,0,0,0,0
20081112FLDIF,2008,Fall,Dillard High School,Fort Lauderdale,FL,Victims Targeted,0,1,0,0
20081103CAELO,2008,Fall,El Rio Elementary School,Oxnard,CA,null,0,0,0,0
20081103CABEB,2008,Fall,Bell High School,Bell,CA,Victims Targeted,0,0,unknown,0
20081031MESTS,2008,Fall,Stockton Springs Elementary School,Stockton Springs,ME,null,0,0,0,0
20081029CAELG,2008,Fall,Eliot Elementary School,Gilroy,CA,Victims Targeted,0,0,0,0
20081023ALPRP,2008,Fall,Prattville Christian Academy,Prattville,AL,Victims Targeted,0,1,0,0
20081020CAVAA,2008,Fall,Vasquez High School,Acton,CA,Victims Targeted,1,0,0,0
20081016MIHED,2008,Fall,Henry Ford High School,Detroit,MI,Both,0,0,1,0
20080919CAGEA,2008,Fall,George Washington Preparatory High School,Athens,CA,Both,0,0,1,0
20080915CAMIS,2008,Fall,Mira Loma High School,Sacramento,CA,Victims Targeted,1,0,0,0
20080902OHSOW,2008,Fall,South High School,Willoughby,OH,NA,,0,0,0
20080821TNCEK,2008,Fall,Central High School,Knoxville,TN,Victims Targeted,1,0,0,1
20080814WALAF,2008,Summer,Lakota Middle School,Federal Way,WA,Victims Targeted,,0,1,0
20080811WAWAK,2008,Summer,Wallace Elementary School,Kelso,WA,Victims Targeted,0,0,0,0
20080516LAMAT,2008,Spring,Madison Parish High School,Tallulah,LA,Victims Targeted,,0,0,0
20080416CAROF,2008,Spring,Roosevelt High School,Fresno,CA,Victims Targeted,N/A,N/A,N/A,N/A
20080306ALDAM,2008,Spring,Davidson High School,Mobile,AL,Victims Targeted,0,0,0,0
20080214CAEOO,2008,Winter,E O Green Junior High School,Oxnard,CA,Victims Targeted,1,0,0,0
20080211TNMIM,2008,Winter,Mitchell High School,Memphis,TN,Victims Targeted,,0,0,0
20080204TNHAM,2008,Winter,Hamilton High School,Memphis,TN,Victims Targeted,0,0,0,0
20071221CABAU,2007,Winter,Barnard-White Middle School,Union City,CA,Random Shooting,1,0,1,0
20071126NYHOH,2007,Fall,Holland Patent Central High School,Holland Patent,NY,null,,unknown,0,0
20071105LAJOR,2007,Fall,John Curtis Christian School,River Ridge,LA,Victims Targeted,,unknown,0,0
20071024TNMAM,2007,Fall,Manassas High School,Memphis,TN,Random Shooting,0,0,0,0
20071010OHSUC,2007,Fall,SuccessTech Academy,Cleveland,OH,Victims Targeted,1,0,0,1
20071001CTPLM,2007,Fall,Platt High School,Meriden,CT,Victims Targeted,,unknown,unknown,
20070930AZSSP,2007,Fall,S Simon and Jude Catholic School,Phoenix,AZ,null,,unknown,0,0
20070928CALAO,2007,Fall,Las Plumas High School,Oroville,CA,NA,,1,0,
20070804NJMON,2007,Summer,Mount Vernon Elementary School,Newark,NJ,Victims Targeted,0,0,1,0
20070709ILCAC,2007,Summer,Carter G. Woodson Elementary School,Chicago,IL,null,0,0,1,0
20070628TXDAD,2007,Summer,David W. Carter High School,Dallas,TX,Victims Targeted,0,0,1,0
20070617SCBRB,2007,Summer,Broad River Elementary School,Burton,SC,Victims Targeted,0,0,0,0
20070531NCNOG,2007,Spring,North Garner Middle School,Garner,NC,null,0,0,0,0
20070530NCVAG,2007,Spring,Vandora Springs Elementary School,Garner,NC,null,0,0,0,0
20070523RIOAC,2007,Spring,Oak Haven Elementary School,Coventry,RI,Victims Targeted,1,0,0,0
20070515TXLIL,2007,Spring,Liberty Memorial Middle School,Los Fresnos,TX,null,,0,0,0
20070512TXWEM,2007,Spring,West Mesquite High School,Mesquite,TX,null,0,0,0,0
20070510MIHED,2007,Spring,Henry Ford High School,Detroit,MI,null,0,0,1,0
20070504TXTIE,2007,Spring,Tidehaven High School,El Maton,TX,Victims Targeted,0,0,0,0
20070503OHGED,2007,Spring,Gettysburg Elementary School,Dayton,OH,null,0,0,0,0
20070418NCNOH,2007,Spring,North Mecklenburg High School,Huntersville,NC,Neither,0,0,0,1
20070410ORSPG,2007,Spring,Springwater Trail High School,Gresham,OR,Random Shooting,0,0,0,1
20070410ILCHC,2007,Spring,Chicago Vocational Career Academy,Chicago,IL,Random Shooting,0,0,0,0
20070329SCMYM,2007,Spring,Myrtle Beach High School,Myrtle Beach,SC,Random Shooting,0,0,0,0
20070327CTSAH,2007,Spring,Sarah J. Rawson Elementary School,Hartford,CT,Victims Targeted,0,0,0,0
20070323FLUNO,2007,Spring,Union Park Elementary School,Orlando,FL,Random Shooting,1,0,0,0
20070308TNEAC,2007,Spring,East Ridge High School,Chattanooga,TN,Victims Targeted,0,1,0,0
20070307TXGRG,2007,Spring,Greenville High School,Greenville,TX,Victims Targeted,0,0,0,0
20070307MIHEM,2007,Spring,Herbert Henry Dow High School,Midland,MI,Victims Targeted,0,1,0,0
20070307CACEC,2007,Spring,Centennial High School,Compton,CA,Victims Targeted,,0,1,0
20070227GACLA,2007,Winter,Clifton Elementary School,Atlanta,GA,null,0,0,0,0
20070226CASLA,2007,Winter,Slauson Middle School,Azusa,CA,null,0,0,0,0
20070208TXSTP,2007,Winter,Stephen F. Austin Middle School,Port Arthur,TX,Neither,0,0,0,0
20070208ORCRP,2007,Winter,Crook County High School,Prineville,OR,Victims Targeted,0,0,0,0
20070207FLPAJ,2007,Winter,Paxon Middle School,Jacksonville,FL,Victims Targeted,0,0,0,0
20070131ILHIC,2007,Winter,Hillcrest High School,Country Club Hills,IL,null,0,0,0,0
20070124TNHAS,2007,Winter,Harbin County High School,Savannah,TN,Victims Targeted,0,0,0,0
20070118PAWIP,2007,Winter,William L.Sayre High School,Philadelphia,PA,Victims Targeted,0,0,0,0
20070109NVWEL,2007,Winter,Western High School,Las Vegas,NV,Both,0,0,0,0
20070109CAGRV,2007,Winter,Grant High School,Van Nuys,CA,Victims Targeted,0,0,1,0
20070108OHROC,2007,Winter,Robert A. Taft Information Technology High School,Cincinnati,OH,null,,0,0,0
20070104MINOD,2007,Winter,Northwestern High School,Detroit,MI,null,0,0,unknown,0
20070103WAHET,2007,Winter,Henry Foss High School,Tacoma,WA,Victims Targeted,0,0,0,0
20070102NCWEF,2007,Winter,Westover High School,Fayetteville,NC,Victims Targeted,,0,0,0
20061214PAMCC,2006,Winter,McGuffey High School,Claysville,PA,Victims Targeted,,0,0,0
20061213PABAB,2006,Winter,Bangor Area High School,Bangor,PA,null,0,0,0,0
20061212PASPS,2006,Winter,Springfield Township High School,Springfield Township,PA,Victims Targeted,,0,0,0
20061211ILCLC,2006,Winter,Clemente High School,Chicago,IL,Neither,0,0,1,0
20061207NENOO,2006,Winter,Northwest High School,Omaha,NE,Random Shooting,0,0,0,0
20061201NCJOT,2006,Winter,Jones Senior High School,Trenton,NC,Victims Targeted,0,0,1,0
20061122GASAA,2006,Fall,Sammye E. Coan Middle School,Atlanta,GA,Victims Targeted,0,0,unknown,0
20061111CALIO,2006,Fall,Lionel Wilson College Prep School,Oakland,CA,Both,0,0,0,0
20061031TNHAK,2006,Fall,Halls High School,Knoxville,TN,Victims Targeted,0,0,0,0
20061017TXSEK,2006,Fall,Seven Lakes High School,Katy,TX,Random Shooting,,unknown,0,0
20061012MDGRB,2006,Fall,Grove Park Elementary School,Baltimore,MD,Neither,0,0,0,0
20061010NYPOP,2006,Fall,Ponoma Middle School ,Pomona,NY,null,,0,0,0
20061009MOMEJ,2006,Fall,Memorial Middle School,Joplin,MO,Neither,0,0,0,1
20061002PAWEN,2006,Fall,West Nickel Mines School,Nickel Mines,PA,Random Shooting,0,1,0,1
20060929WIWEC,2006,Fall,Weston High School,Cazenovia,WI,Random Shooting,1,0,0,1
20060927COPLB,2006,Fall,Platte Canyon High School,Bailey,CO,Victims Targeted,0,0,0,0
20060921DCCAW,2006,Fall,Cardozo High School,Washington,DC,Victims Targeted,0,0,0,0
20060913MOWEC,2006,Fall,Westminster Christian Academy,Creve Coeur,MO,Victims Targeted,N/A,N/A,N/A,N/A
20060908TXSOF,2006,Fall,South Hills High School,Fort Worth,TX,Victims Targeted,N/A,N/A,N/A,N/A
20060905TNKIM,2006,Fall,Kingsbury Middle School,Memphis,TN,Neither,0,0,0,0
20060831ALOXO,2006,Summer,Oxford High School,Oxford,AL,Victims Targeted,0,0,0,0
20060830NCORH,2006,Summer,Orange High School,Hillsborough,NC,Random Shooting,0,0,0,1
20060829DCANW,2006,Summer,Anacostia Senior High School,Washington,DC,Neither,0,0,0,0
20060824VTESE,2006,Summer,Essex Elementary School,Essex Junction,VT,Both,0,1,0,0
20060821INCAN,2006,Summer,Castle High School,Newburgh,IN,Victims Targeted,0,0,0,0
20060820GALYH,2006,Summer,Lyman Hall Elementary School,Hinesville,GA,Victims Targeted,0,0,0,0
20060819OHSOY,2006,Summer,South High School,Youngstown,OH,Victims Targeted,0,0,0,0
20060817TXMEA,2006,Summer,Mendez Middle School,Austin,TX,Victims Targeted,0,0,1,0
20060815KYJTV,2006,Summer,J T Alton Middle School,Vine Grove,KY,Neither,0,0,0,0
20060731FLYOT,2006,Summer,Young Middle Magnet School,Tampa,FL,Victims Targeted,0,1,0,0
20060615MIPED,2006,Summer,Pershing High School,Detroit,MI,Victims Targeted,0,0,0,0
20060606INWIG,2006,Summer,Wirt High School,Gary,IN,Victims Targeted,0,0,0,0
20060605CAVEL,2006,Summer,Venice High School,Los Angeles,CA,Victims Targeted,0,0,1,0
20060525PANON,2006,Spring,Northampton Area Senior High School,Northampton,PA,null,,0,0,1
20060522SCBUI,2006,Spring,Butch Fork High School,Irmo,SC,Victims Targeted,0,1,0,0
20060505FLPAM,2006,Spring,Parkway Academy,Miramar,FL,Victims Targeted,0,0,0,0
20060424NCEAC,2006,Spring,East Chapel Hill High School,Chapel Hill,NC,Neither,0,0,0,0
20060418TXWEH,2006,Spring,Westbury High School (bus),Houston,TX,Random Shooting,0,0,unknown,0
20060405DCROW,2006,Spring,Roosevelt Senior High School,Washington,DC,Both,0,0,unknown,0
20060314NVPIR,2006,Spring,Pine Middle School,Reno,NV,Both,1,0,0,1
20060310NYISN,2006,Spring,I S 89 Middle School,New York,NY,Both,0,0,0,0
20060223ORROR,2006,Winter,Roseburg High School,Roseburg,OR,Victims Targeted,1,0,0,0
20060221PAWEP,2006,Winter,Westinghouse High School,Pittsburgh,PA,Victims Targeted,0,0,unknown,0
20060215PAWEY,2006,Winter,West York Area High School,York,PA,Victims Targeted,0,0,0,0
20060209DEWIN,2006,Winter,William Penn High School,New Castle,DE,Victims Targeted,0,0,0,0
20060203CALOC,2006,Winter,Longfellow Elementary School (bus),Compton,CA,Random Shooting,0,0,0,0
20060130MTCMG,2006,Winter,C M Russell High School,Great Falls,MT,Victims Targeted,,0,0,0
20060127TXLAG,2006,Winter,Lakeview Centennial High School,Garland,TX,Random Shooting,0,0,0,0
20060123CAWIV,2006,Winter,Will C. Wood High School,Vacaville,CA,Random Shooting,0,0,0,0
20060119OHWIC,2006,Winter,Withrow High School,Cincinnati,OH,Victims Targeted,0,0,0,0
20060118VAINC,2006,Winter,Indian River High School,Chesapeake,VA,Victims Targeted,0,0,0,0
20060118TXPAA,2006,Winter,Passmore Elementary School,Alvin,TX,Random Shooting,0,0,0,0
20060118MTFRA,2006,Winter,Fred Moodry Middle School,Anaconda,MT,Victims Targeted,0,unknown,0,0
20060113MIOSD,2006,Winter,Osborn High School,Detroit,MI,Neither,0,0,0,0
20060113FLMIL,2006,Winter,Milwee Middle School,Longwood,FL,Victims Targeted,0,0,0,0
20060113ALPIP,2006,Winter,Pinson Valley High School,Pinson,AL,Victims Targeted,0,0,unknown,0
20060111WIMAM,2006,Winter,Mary McLeod Bethune Academy,Milwaukee,WI,Random Shooting,0,0,0,0
20060110DEMOW,2006,Winter,Mount Pleasant High School,Wilmington,DE,Victims Targeted,0,0,0,0
20060103NJLIJ,2006,Winter,Lincoln High School,Jersey City,NJ,null,0,0,1,0
20051206MICED,2005,Winter,Central High School,Detroit,MI,Victims Targeted,0,0,unknown,0
20051206CASAG,2005,Winter,Santiago High School,Garden Grove,CA,Victims Targeted,0,0,1,0
20051205MABOR,2005,Winter,Boston Day and Evening Academy (High School),Roxbury,MA,Neither,0,0,0,0
20051116TXIRS,2005,Fall,Irving Middle School,San Antonio,TX,Victims Targeted,,unknown,unknown,
20051115FLPAM,2005,Fall,Parkway Academy Charter High School (bus),Miramar,FL,Victims Targeted,0,0,0,0
20051108TNCAJ,2005,Fall,Campbell County High School,"Jacksboro, TN",TN,Random Shooting,0,0,0,0
20051028NYFAF,2005,Fall,Farmingdale High School,Farmingdale,NY,Victims Targeted,0,0,0,0
20051028MDANA,2005,Fall,Annapolis High School,Annapolis,MD,Random Shooting,0,0,0,0
20051027CABIF,2005,Fall,Birney Elementary School,Fresno,CA,Victims Targeted,0,0,1,0
20051020MISAS,2005,Fall,Saginaw High School,Saginaw,MI,Victims Targeted,,0,1,0
20051019CASAS,2005,Fall,San Gorgonio High School,San Bernardino,CA,Victims Targeted,0,0,0,0
20051014NYSAN,2005,Fall,Samula Tilden High School,New York,NY,Victims Targeted,0,0,0,0
20051011MIFAF,2005,Fall,Farmington High School,Farmington,MI,Neither,,unknown,0,0
20050924MISAS,2005,Fall,Saginaw High School,Saginaw,MI,null,0,0,1,0
20050913ILHAC,2005,Fall,Harlan Community Academy High School,Chicago,IL,Victims Targeted,,0,0,0
20050902FLSOJ,2005,Fall,Sojourner Truth High School,Jacksonville,FL,Victims Targeted,,0,0,0
20050901AKDIA,2005,Fall,Dimond High School,Anchorage,AK,Victims Targeted,0,0,0,0
20050825TNMAD,2005,Summer,Maury Middle School,Dandridge,TN,Random Shooting,0,0,0,1
20050819GAMOM,2005,Summer,Morrow High School,Morrow,GA,Victims Targeted,0,0,unknown,0
20050817CAPLB,2005,Summer,Planatation Elementary School,Bakersfield,CA,Victims Targeted,0,0,0,0
20050816VICOE,2005,Summer,Country Day High School,Estate Concordia,VI,Victims Targeted,0,0,0,0
20050718NJWEN,2005,Summer,Weequahic High School,Newark,NJ,Random Shooting,0,0,0,0
20050612NJBAA,2005,Summer,Bangs Avenue Elementary School,Asbury Park,NJ,null,0,0,0,0
20050608NYARP,2005,Summer,Arlington High School,Poughkeepsi,NY,null,0,0,0,0
20050524LABOS,2005,Spring,Booker T. Washington High School,Shreveport,LA,Neither,0,0,0,0
20050524COACD,2005,Spring,Academia Ana Marie Sandoval Montessori School,Denver,CO,Random Shooting,0,0,0,0
20050520ILLOM,2005,Spring,Locust Elementary School,Marengo,IL,Random Shooting,0,0,0,0
20050517PAHIL,2005,Spring,Highland Elementary School,Lower Allen Township,PA,Victims Targeted,0,1,0,0
20050514TXBER,2005,Spring,Berkner High School,Richardson,TX,Victims Targeted,0,0,0,0
20050429OHDAC,2005,Spring,Daniel E. Morgan Elementary School,Cleveland,OH,null,0,0,0,0
20050427LALER,2005,Spring,Leon Godchaux Junior High School,Reserve,LA,Neither,0,0,0,0
20050407TXCAC,2005,Spring,Canton High School,Canton,TX,Victims Targeted,0,0,0,0
20050330TNEAM,2005,Spring,East High School,Memphis,TN,Random Shooting,0,0,0,0
20050324TNFAM,2005,Spring,Fairly High School,Memphis,TN,Random Shooting,0,0,0,0
20050321NYNEB,2005,Spring,New Utrecht High School,Brooklyn,NY,Random Shooting,0,0,0,0
20050321MNRER,2005,Spring,Red Lake Senior High School,Red Lake,MN,Random Shooting,1,0,0,1
20050317LAOPA,2005,Spring,O Perry Walker High School,Algiers,LA,Random Shooting,0,0,0,0
20050317CALOL,2005,Spring,Locke High School,Los Angeles,CA,null,0,0,1,0
20050316PACAP,2005,Spring,Carrick High School,Pittsburgh,PA,Victims Targeted,0,0,1,0
20050314OHLEC,2005,Spring,Leawood Elementary School,Columbus,OH,Random Shooting,0,0,0,0
20050310TXZAD,2005,Spring,Zaragoza Elementary School,Dallas,TX,null,0,0,unknown,0
20050309TNMAN,2005,Spring,Maplewood Comprehensive High School,Nashville,TN,Victims Targeted,0,0,0,0
20050302TNSTD,2005,Spring,Stewart County High School (bus),Dover,TN,Victims Targeted,0,0,0,0
20050208ILBOC,2005,Winter,Bowen High School,Chicago,IL,null,,0,0,0
20050204GAMCA,2005,Winter,McNair High School,Atlanta,GA,Random Shooting,0,0,0,0
20050126ILWOP,2005,Winter,Woodruff High School,Peoria,IL,Victims Targeted,0,0,0,0
20050105PAMUN,2005,Winter,Murrell Dobbins Vocational-Technical High School,North Philadelphia,PA,Victims Targeted,0,0,1,0
20041231TXRIR,2004,Winter,Richmond State School,Richmond,TX,Victims Targeted,0,unknown,0,0
20041213LALAL,2004,Winter,La Grange High School,Lake Charles,LA,Victims Targeted,0,0,unknown,0
20041209WALAS,2004,Winter,Lakeside High School,Spokane,WA,Victims Targeted,1,0,0,
20041119FLTEJ,2004,Fall,Terry Parker High School,Jacksonville,FL,Random Shooting,0,0,0,0
20041117FLAPA,2004,Fall,Apopka Memorial Middle School,Apopka,FL,Neither,0,0,0,0
20041116SCBAB,2004,Fall,Battery Creek High School,Beaufort,SC,Victims Targeted,0,0,0,0
20041115INBRG,2004,Fall,Brunswick Elementary School,Gary,IN,Both,0,0,0,0
20041115ALPAB,2004,Fall,Parker High School,Birmingham,AL,Victims Targeted,0,0,0,0
20041022CATYH,2004,Fall,Tyrrell Elementary School,Hayward,CA,Victims Targeted,0,0,1,0
20041021MDTHB,2004,Fall,Thurgood Marshall High School,Baltimore,MD,Both,0,0,0,0
20041015CABIB,2004,Fall,Biggs High School,Biggs,CA,Victims Targeted,0,0,1,0
20041012CALAS,2004,Fall,Lakewood Elementary School,Sunnyvale,CA,Victims Targeted,0,1,0,0
20041007MANEN,2004,Fall,Newburyport High School,Newburyport,MA,Victims Targeted,0,1,0,0
20041002NEJEG,2004,Fall,Jefferson Elementary School,Grand Island,NE,Victims Targeted,0,1,0,0
20040915INWIG,2004,Fall,Wirt High School,Gary,IN,Victims Targeted,0,0,0,0
20040912LABON,2004,Fall,Booker T. Washington High School,New Orleans,LA,Victims Targeted,0,0,0,0
20040830ILPRM,2004,Summer,Proviso East High School,Maywood,IL,Victims Targeted,0,0,1,0
20040824TNHAM,2004,Summer,Hamilton High School,Memphis,TN,Victims Targeted,0,0,0,0
20040803ALHUB,2004,Summer,Huffman High School,Birmingham,AL,Victims Targeted,0,0,0,0
20040609CACAO,2004,Summer,Castlemont High School,Oakland,CA,Victims Targeted,0,0,1,0
20040524UTWES,2004,Spring,West High School,Salt Lake City,UT,Victims Targeted,0,1,0,0
20040512CAEAM,2004,Spring,East Campus Educational Center,Merced,CA,Both,0,0,1,0
20040507MDRAR,2004,Spring,Randallstown High School,Randallstown,MD,Both,0,0,1,0
20040504TXKAH,2004,Spring,Kashmere High School,Houston,TX,null,,unknown,unknown,0
20040317WACRJ,2004,Spring,Crescent Junior-Senior High School,Joyce,WA,Victims Targeted,0,0,0,0
20040305CASAL,2004,Spring,Saledad Enrichment Action Charter High School,Los Angeles,CA,Both,0,0,1,0
20040220LAGAS,2004,Winter,Gathway Christian Academy,St. Martinville,LA,Victims Targeted,0,1,0,0
20040213OHCOD,2004,Winter,Colonel White High School,Dayton,OH,Victims Targeted,0,0,0,0
20040211PATMP,2004,Winter,T M Peirce Elementary School,Philadelphia,PA,Both,0,0,1,0
20040209NYCOE,2004,Winter,Columbia High School,East Greenbush,NY,null,0,0,0,1
20040206LAFAS,2004,Winter,Fair Park High School,Shreveport,LA,Victims Targeted,N/A,N/A,N/A,N/A
20040203TXYOH,2004,Winter,Youens Elementary School,Houston,TX,Neither,0,0,0,0
20040202DCBAW,2004,Winter,Ballou Senior High School,Washington,DC,Victims Targeted,0,0,0,0
20040121NVFAH,2004,Winter,Fay Galloway Elementary School,Henderson,NV,Victims Targeted,0,1,0,0
20040115CAPOP,2004,Winter,Pomona High School,Pomona,CA,Random Shooting,0,0,0,0
20031229FLABE,2003,Winter,Abess Park Elementary School,East Arlington,FL,Victims Targeted,0,0,1,0
20031222NJCOW,2003,Winter,Colonia High School,Woodbridge,NJ,Victims Targeted,0,0,0,0
20031217MDOLM,2003,Winter,Old Mill High School,Millersville,MD,null,,unknown,0,
20031205ILCAC,2003,Winter,Carbondale Community High School,Carbondale,IL,Victims Targeted,0,0,0,0
20031204OKDOO,2003,Winter,Douglas High School,Oklahoma City,OK,Random Shooting,0,0,0,0
20031202ILFEC,2003,Winter,Fermi Elementary School,Chicago,IL,Victims Targeted,0,0,unknown,0
20031113NCEAC,2003,Fall,East Mecklenburg High School,Charlotte,NC,Neither,0,0,0,0
20031108TXHIS,2003,Fall,Hightower High School,Sugarland,TX,Random Shooting,0,0,0,0
20031030DCANW,2003,Fall,Anacostia High School,Washington,DC,Both,0,0,1,0
20031029LAMAM,2003,Fall,Marion High School,Marion,LA,null,0,0,0,0
20031007OHKEA,2003,Fall,Kenmore High School,Akron,OH,Victims Targeted,0,0,0,0
20031001CARIS,2003,Fall,Rio Cazadero High School,Sacramento,CA,Victims Targeted,0,1,0,0
20030925NCBUL,2003,Fall,Burns Middle School,Lawndale,NC,Victims Targeted,0,unknown,0,
20030924MNROC,2003,Fall,Rocori High School,Cold Spring,MN,Victims Targeted,1,0,0,0
20030922WALES,2003,Fall,Lewis and Clark High School,Spokane,WA,null,,0,0,0
20030917MDOKE,2003,Fall,Oklahoma Road Middle School,Eldersburg,MD,null,0,0,0,0
20030917MACHB,2003,Fall,Charlestown High School,Boston,MA,Both,0,0,1,0
20030910MSVIV,2003,Fall,Vicksburg High School,Vicksburg,MS,Victims Targeted,0,0,0,0
20030604PAROW,2003,Summer,Rock L. Butler Middle School,Wellsboro,PA,null,0,0,0,1
20030513PAFOJ,2003,Spring,Forest Hills High School,Johnstown,PA,Victims Targeted,0,0,0,0
20030424PARER,2003,Spring,Red Lion Area Junior High School,Red Lion,PA,Victims Targeted,0,0,0,0
20030416TXGRA,2003,Spring,Greenhill Middle School,Addison,TX,Victims Targeted,,0,0,0
20030414LAJON,2003,Spring,John McDonogh High School,New Orleans,LA,Both,0,0,1,0
20030414LAFAS,2003,Spring,Fair Park High School,Shereveport,LA,Random Shooting,0,0,0,0
