Incident_ID,Year,Quarter,School,City,State,Targets,Bullied,Domestic_Violence,Gang_Related,Preplanned
20220601CAULL,2022,Summer,Ulysses S. Grant Senior High School,Los Angeles,CA,Victims Targeted,0,0,1,0
20220531LAMON,2022,Spring,Morris Jeff High School,New Orleans,LA,Both,0,0,0,0
20220530CAHEL,2022,Spring,Helix High School,La Mesa,CA,Victims Targeted,0,0,unknown,0
20220529ILDAC,2022,Spring,Daniel Webster Public School,Chicago,IL,Both,0,0,unknown,0
20220526SCMEG,2022,Spring,Mevers School of Excellence,Goose Creek,SC,Victims Targeted,0,unknown,unknown,0
20220526TXDUA,2022,Spring,Duff Elementary School,Arlington,TX,Neither,0,0,0,0
20220524TXROU,2022,Spring,Robb Elementary School,Uvalde,TX,Random Shooting,unknown,unknown,0,1
20220524DCPOW,2022,Spring,Powell Elementary School,Washington,DC,Victims Targeted,0,0,unknown,0
20220524WIRIM,2022,Spring,Riverside University High School,Milwaukee,WI,null,unknown,0,unknown,0
20220523PASIP,2022,Spring,Simon Gratz High School,Philadelphia,PA,Both,0,0,unknown,0
20220520ILSOP,2022,Spring,South Elementary School,Pittsfield,IL,Neither,0,0,0,0
20220520VAPOD,2022,Spring,Potomac High School,Dumfries,VA,Victims Targeted,unknown,0,unknown,unknown
20220520TNEAC,2022,Fall,East Lake Elementary School,Chattanooga,TN,Victims Targeted,0,unknown,unknown,0
20220520OHCAC,2022,Spring,Canal Winchester High School,Canal Winchester,OH,Victims Targeted,0,0,0,0
20220520ALMAT,2022,Spring,Mary W Burroughs Elementary School,Theodore,AL,Neither,0,0,0,0
20220519LAHAH,2022,Spring,Hammond High Magnet School,Hammond,LA,Both,0,0,1,0
20220519MIEAK,2022,Spring,East Kentwood High School,Kentwood,MI,Both,0,0,unknown,0
20220519VAGER,2022,Spring,George Wythe High School,Richmond,VA,Random Shooting,0,0,unknown,0
20220518FLPAP,2022,Spring,Palmetto High School,Palmetto,FL,Victims Targeted,0,0,unknown,0
20220518TNRIM,2022,Spring,Riverdale High School,Murfreesboro,TN,Both,0,0,unknown,0
20220517ILWAC,2022,Spring,Walt Disney Magnet School,Chicago,IL,Random Shooting,0,0,0,0
20220517CASAS,2022,Spring,School Bus,San Francisco,CA,Both,0,0,unknown,0
20220516TXMEM,2022,Spring,Mexia High School,Mexia,TX,null,0,0,unknown,0
20220515ILMEP,2022,Spring,Meadow View Elementary School,Plainfield,IL,Victims Targeted,0,0,unknown,0
20220515NHBEB,2022,Spring,Belmont Elementary School,Belmont,NH,Random Shooting,0,0,0,0
20220513FLALW,2022,Spring,Alexander W. Dreyfoos School of the Arts,West Palm Beach,FL,null,unknown,unknown,unknown,unknown
20220513GASOM,2022,Spring,Southwest High School,Macon,GA,null,0,0,unknown,0
20220512TXHEH,2022,Spring,Heights High School,Houston,TX,Victims Targeted,0,0,unknown,0
20220512ARHOH,2022,Spring,Hot Springs High School,Hot Springs,AR,Both,0,0,0,0
20220511FLJAJ,2022,Spring,Andrew Jackson High School,Jacksonville,FL,Victims Targeted,0,0,unknown,0
20220509GARIS,2022,Spring,Riverside Elementary School,Suwanee,GA,Victims Targeted,0,0,0,0
20220509NYEDS,2022,Spring,Eden Ii Institute,Staten Island,NY,Victims Targeted,0,0,unknown,0
20220505OHLOL,2022,Spring,Lowellville K-12 School,Lowellville,OH,Victims Targeted,unknown,0,0,0
20220505ALDOD,2022,Spring,Dothan City School Bus,Dothan,AL,Random Shooting,0,0,0,0
20220503CAARS,2022,Spring,Arrowview Middle School,San Bernardino,CA,Both,0,0,unknown,0
20220501OHHAC,2022,Spring,Hamilton Stem Academy,Columbus,OH,Victims Targeted,0,unknown,unknown,0
20220501VALOM,2022,Spring,Louise A. Benton Middle School,Manassas,VA,Victims Targeted,0,0,0,0
20220430PAMCJ,2022,Spring,McKee Middle School (McKee Stadium),Jeannette City,PA,Victims Targeted,0,0,0,0
20220427TXMOS,2022,Spring,Morrill Elementary School,San Antonio,TX,null,unknown,unknown,unknown,unknown
20220427INCOS,2022,Spring,Coquillard Elementary School,South Bend,IN,Neither,unknown,0,0,0
20220426MIASI,2022,Spring,Aspen Ridge School,Ishpeming Township,MI,Victims Targeted,unknown,0,0,0
20220426GASOM,2022,Spring,Southwest High School,Macon,GA,Victims Targeted,0,0,unknown,0
20220425WIWIM,2022,Spring,Wisconsin Conservatory of Lifelong Learning,Milwaukee,WI,Victims Targeted,0,0,unknown,0
20220425GAMAM,2022,Spring,Marietta City Schools Bus Yard,Marietta,GA,Random Shooting,0,0,0,0
20220424MOHAF,2022,Spring,Hazelwood Central High School,Florissant,MO,Victims Targeted,0,0,unknown,0
20220422ORHOS,2022,Spring,Houck Middle School,Salem,OR,null,0,0,unknown,0
20220422DCEDW,2022,Spring,Edmund Burke School,Washington,DC,Random Shooting,unknown,0,0,1
20220422CAMOR,2022,Spring,Mountain View Middle School,Redding,CA,Random Shooting,0,0,0,0
20220421NDMOM,2022,Spring,Mott-Regent High School,Mott,ND,null,unknown,unknown,unknown,unknown
20220416IAMED,2022,Spring,Meredith Middle School,Des Moines,IA,null,0,unknown,unknown,0
20220415VAGAW,2022,Spring,Gar-Field High School,Woodbridge,VA,Both,0,0,0,0
20220414MSNEP,2022,Spring,Neshoba Central High School,Philadelphia,MS,Random Shooting,0,0,0,0
20220413MISHS,2022,Spring,Shelters Elementary School,Southgate,MI,Victims Targeted,unknown,0,0,0
20220411ARPIP,2022,Spring,Pine Bluff High School,Pine Bluff,AR,null,0,0,unknown,0
20220410MALYL,2022,Spring,Lynn English High School,Lynn,MA,Victims Targeted,0,0,unknown,0
20220406WVRIR,2022,Spring,Ripley Middle School,Ripley,WV,Victims Targeted,unknown,0,0,1
20220406ORROP,2022,Spring,Roosevelt High School,Portland,OR,Victims Targeted,0,0,unknown,0
20220406WASTM,2022,Spring,St. Monica Catholic School,Mercer Island,WA,Random Shooting,0,0,0,0
20220405PAERE,2022,Spring,Erie High School,Erie,PA,Victims Targeted,unknown,0,unknown,0
20220403INBLB,2022,Spring,Bloomington High School South,Bloomington,IN,Victims Targeted,0,0,unknown,0
20220331SCTAG,2022,Spring,Tanglewood Middle School,Greenville,SC,Victims Targeted,unknown,0,0,0
20220331PAACP,2022,Spring, West Philadelphia Achievement Charter Elementary School,Philadelphia,PA,Neither,0,0,0,0
20220330GABOA,2022,Spring,Booker T Washington High School,Atlanta,GA,Neither,0,0,0,0
20220330AZKIK,2022,Spring,Kingman High School,Kingman,AZ,Neither,0,0,0,0
20220329NVWEL,2022,Spring,Western High School,Las Vegas,NV,null,unknown,unknown,unknown,unknown
20220329VALUR,2022,Spring,Lucy Addison Middle School,Roanoke,VA,Neither,0,0,0,0
20220328NCOAC,2022,Spring,Oakdale Elementary School,Charlotte,NC,Victims Targeted,0,0,0,0
20220328TXNOF,2022,Spring,North Crowley High School,Fort Worth,TX,null,0,0,0,0
20220325TXROR,2022,Spring,Royse City High School,Royse City,TX,Random Shooting,0,0,0,0
20220325TNBRM,2022,Spring,Brighton High School,Memphis,TN,Both,0,0,unknown,0
20220325UTHIS,2022,Spring,Highland High School,Salt Lake City,UT,Random Shooting,0,0,0,0
20220324VARIW,2022,Spring,Rippon Middle School,Woodbridge,VA,Neither,0,1,0,0
20220322VAJAR,2022,Spring,James Madison Middle School,Roanoke,VA,Victims Targeted,0,0,unknown,0
20220322TXWOD,2022,Spring,Woodrow Wilson High School,Dallas,TX,Victims Targeted,0,0,0,0
20220322FLNEN,2022,Spring,New Smyrna Beach High School,New Smyrna Beach,FL,Victims Targeted,0,0,0,0
20220321MSLEP,2022,Spring,Leap of Faith Middle School,Pascagoula,MS,Victims Targeted,0,0,unknown,0
20220321AZDES,2022,Spring,Desert Canyon Middle School,Scottsdale,AZ,Neither,0,0,0,0
20220321MIMAK,2022,Spring,Mahone Middle School,Kenosha,WI,Victims Targeted,0,0,0,0
20220319ALCEL,2022,Spring,Central Baldwin Middle School,Loxley,AL,Victims Targeted,0,0,0,0
20220311OHMAM,2022,Spring,Madison High School,Mansfield,OH,Random Shooting,0,0,0,0
20220318ILBAB,2022,Spring,Barrington High School,Barrington,IL,Victims Targeted,0,0,0,0
20220318RICEP,2022,Spring,null,Providence,RI,Random Shooting,0,0,0,0
20220317AKREW,2022,Spring,Redington Jr/Sr High School,Wasilla,AK,null,0,0,0,0
20220316CALOR,2022,Spring,Loma Vista Middle School,Riverside,CA,Neither,0,0,0,0
20220315WAEIY,2022,Winter,Eisenhower High School,Yakima,WA,Both,0,0,1,0
20220315MATEB,2022,Spring,Tech Academy Boston,Boston,MA,Both,0,0,unknown,unknown
20220315MDPAB,2022,Spring,Paul Lawrence Dunbar High School,Baltimore,MD,Victims Targeted,0,0,unknown,0
20220315GAFOF,2022,Spring,Forest Park Middle School,Forest Park,GA,null,0,0,0,0
20220314CAKRP,2022,Spring,Kraemer Middle School,Placentia,CA,Victims Targeted,0,0,0,0
20220313PANEP,2022,Spring,New Foundations Charter School,Philadelphia,PA,null,0,0,unknown,0
20220311OHFAP,2022,Spring,Fairland Middle School,Proctorville,OH,Victims Targeted,0,0,0,0
20220311CADER,2022,Spring,De Anza High School,Richmond,CA,Both,0,0,unknown,0
20220311WIJER,2022,Spring,Jerstad-Agerholm Elementary School,Racine,WI,Neither,0,0,0,0
20220310MDCOL,2022,Spring,Cora L. Rice Elementary School,Landover,MD,Victims Targeted,0,0,unknown,0
20220310COROH,2022,Spring,Rock Canyon High School,Highlands Ranch,CO,Neither,0,0,0,0
20220310TNHAM,2022,Spring,Hamilton Middle School,Memphis,TN,Victims Targeted,0,0,0,0
20220309TXNOH,2022,Spring,Kimball High School,Houston,TX,Random Shooting,0,0,0,0
20220309FLNOM,2022,Spring,North Gardens High School,Miami Gardens,FL,Both,0,0,unknown,0
20220309NMESE,2022,Spring,Espanola Valley High School,Espanola,NM,Neither,0,0,unknown,0
20220307IAEAD,2022,Spring,East High School,Des Moines,IA,Both,0,0,1,0
20220304KSOLO,2022,Spring,Olathe East High School,Olathe,KS,Victims Targeted,0,0,0,unknown
20220303MIJWL,2022,Winter,JW Sexton High School,Lansing,MI,Victims Targeted,0,0,0,0
20220228NYBOB,2022,Winter,Boys and Girls High School,Brooklyn,NY,Both,0,0,unknown,0
20220227DCDUW,2022,Winter,Dunbar High School,Washington,DC,Victims Targeted,0,0,unknown,0
20220225NMWEA,2022,Winter,West Mesa High School,Albuquerque,NM,Victims Targeted,0,0,0,0
20220225ALSOH,2022,Winter,Sonnie Hereford Elementary,Huntsville,AL,Neither,0,0,0,0
20220223VAWOW,2022,Winter,Woodbridge High School,Woodbridge,VA,Victims Targeted,0,0,0,unknown
20220222COLIP,2022,Winter,Liberty Point International Middle School,Pueblo,CO,Neither,unknown,unknown,unknown,unknown
20220222TXALH,2022,Winter,Alief ISD Center for Advanced Careers,Houston,TX,Victims Targeted,0,0,0,0
20220221MDJOH,2022,Winter,John Carroll Elementary School,Hyattsville,MD,Victims Targeted,0,0,unknown,0
20220220OKWIW,2022,Winter,Wilson Middle School,Wilson,OK,Victims Targeted,0,0,0,0
20220220MSMCM,2022,Winter,McColm High School,McColm,MS,Both,0,0,unknown,0
20220219VACAC,2022,Winter,Camelot Elementary School,Chesapeake,VA,null,0,unknown,unknown,unknown
20220218MATET,2022,Winter,Tewksbury High School,Tewksbury,MA,Random Shooting,0,0,0,0
20220217WAMCG,2022,Winter,McClure Elementary School,Grandview,WA,Victims Targeted,0,0,1,0
20220214FLLAL,2022,Winter,Lake City Middle School,Lake City,FL,Victims Targeted,0,0,0,0
20220211DCEAW,2022,Winter,Eagle Academy,Washington,DC,null,0,0,unknown,0
20220209NYMCB,2022,Winter,McKinley High School,Buffalo,NY,Both,0,0,unknown,0
20220209MNMIM,2022,Winter,Minneapolis School Bus,Minneapolis,MN,Both,0,0,unknown,0
20220208MDCAC,2022,Winter,Catonsville High School,Catonsville,MD,Victims Targeted,0,0,unknown,0
20220208NYMOM,2022,Winter,Mount Vernon High School,Mount Vernon,NY,null,0,0,unknown,0
20220204GASOD,2022,Winter,Southwest DeKalb High School,Decatur,GA,Neither,0,0,0,0
20220204ALWEB,2022,Winter,Wenonah High School,Birmingham,AL,Both,0,0,unknown,0
20220203NCSPS,2022,Winter,Speight Middle School,Stantonsburg,NC,null,0,0,0,0
20220202KYLOR,2022,Winter,Logan County Community Technology Center,Russellville,KY,Random Shooting,0,0,0,0
20220201MNSOR,2022,Winter,South Education Center,Richfield,MN,Both,0,0,1,0
20220201WIRUM,2022,Winter,Rufus King High School,Milwaukee,WI,Both,0,0,0,0
20220201PAACS,2022,Winter,Academy Park High School,Sharon Hill,PA,null,0,0,unknown,0
20220201ILALC,2022,Winter,Alessandro Volta Elementary School,Chicago,IL,Both,0,0,unknown,0
20220129WIBEB,2022,Winter,Beloit Memorial High School,Beloit,WI,Victims Targeted,0,0,unknown,0
20220128LACAM,2022,Winter,Carroll High School,Monroe,LA,Random Shooting,0,0,0,0
20220127TXMOH,2022,Winter,Montgomery Elementary School,Houston,TX,Victims Targeted,0,0,0,0
20220126PABAP,2022,Winter,Bartram High School,Philadelphia,PA,Victims Targeted,0,0,unknown,0
20220124NVSUL,2022,Winter,Sunrise Mountain High School,Las Vegas,NV,Victims Targeted,0,0,unknown,0
20220121MDMAR,2022,Fall,Magruder High School,Rockville,MD,Victims Targeted,unknown,0,unknown,0
20220121GAMCA,2022,Fall,McNair High School,Atlanta,GA,null,0,0,unknown,0
20220119FLSES,2022,Winter,Seminole High School,Sanford,FL,Victims Targeted,0,1,0,0
20220119VAMAP,2022,Winter,Manor High School,Portsmouth,VA,Victims Targeted,0,0,unknown,0
20220119PAPIP,2022,Winter,Pittsburgh Oliver Citywide Academy,Pittsburgh,PA,Victims Targeted,0,0,unknown,unknown
20220119DCANW,2022,Winter,Anacostia High School,Washington,DC,Victims Targeted,0,0,unknown,0
20220117TXPYH,2022,Winter,Pyburn Elementary School,Houston,TX,Victims Targeted,0,0,0,0
20220114MDGAG,2022,Winter,Gaithersburg High School,Gaithersburg,MD,null,0,0,0,unknown
20220111NMVAA,2022,Fall,Valley High School,Albuquerque,NM,null,0,0,unknown,0
20220106CAFLS,2022,Winter,Florin High School,Sacramento,CA,Both,0,0,unknown,0
20220104ILAUR,2022,Winter,Auburn High School,Rockford,IL,Victims Targeted,0,0,0,0
20220103WACHP,2022,Winter,Childpeace Montessori School,Portland,OR,Random Shooting,0,0,0,0
20220103OHCOC,2022,Winter,Columbus School Bus,Columbus,OH,null,0,0,0,0
20211229NCCAS,2021,Winter,Catawba College (high school tournament),Salisbury,NC,Victims Targeted,0,0,unknown,0
20211217TXWOD,2021,Fall,Woodrow Wilson Junior High,Dayton,TX,Neither,0,0,0,0
20211216SCEAC,2021,Winter,Eau Claire High School,Columbia,SC,Victims Targeted,unknown,0,unknown,0
20211216NYPSB,2021,Winter,P.S. 026 Jesse Owens,Brooklyn,NY,null,0,0,unknown,0
20211214VAMEN,2021,Winter,Menchville High School,Newport News,VA,Victims Targeted,0,0,1,0
20211214WISOM,2021,Winter,South Division High School,Milwaukee,WI,Neither,0,0,unknown,0
20211213NCWEC,2021,Winter,West Charlotte High School,Charlotte,NC,Victims Targeted,0,0,0,0
20211213FLEAO,2021,Winter,East River High School,Orlando,FL,null,0,0,unknown,0
20211212NYSCR,2021,Winter,School No. 17,Rochester,NY,Victims Targeted,0,0,0,0
20211211GAJOG,2021,Winter,Jones County High School,Gray,GA,Victims Targeted,0,0,0,0
20211211FLEDL,2021,Winter,Edward A. Upthegrove Elementary School,LaBelle,FL,Victims Targeted,0,unknown,unknown,0
20211210OHCAC,2021,Winter,Canal Winchester High School,Canal Winchester,OH,Random Shooting,0,0,0,0
20211210NCJEC,2021,Winter,Jesse C. Carson High,China Grove,NC,Neither,0,0,0,0
20211209NYGRN,2021,Winter,Greater Oaks Charter School,New York,NY,Victims Targeted,0,0,0,0
20211208MOEWK,2021,Winter,Ewing Marion Kauffman School,Kansas City,MO,null,0,0,unknown,0
20211208KYSTL,2021,Winter,St. Matthews Elementary School,Louisville,KY,Victims Targeted,0,unknown,unknown,0
20211207ILHAC,2021,Winter,Haines Elementary School,Chicago,IL,Victims Targeted,0,0,unknown,0
20211206CAWIW,2021,Winter,Wilmington Park Elementary School,Wilmington,CA,Both,0,unknown,unknown,unknown
20211206NYSUS,2021,Winter,Susan E. Wagner High School,Staten Island,NY,Victims Targeted,unknown,0,unknown,0
20211203ARBLB,2021,Winter,Blytheville High School,Blytheville,AR,Victims Targeted,0,0,0,0
20211202WAGAS,2021,Winter,Garfield High School,Seattle,WA,Both,unknown,0,unknown,0
20211201TXSAP,2021,Winter,Sam Rayburn High School,Pasadena,TX,Victims Targeted,0,0,0,0
20211130MIOXO,2021,Fall,Oxford High School,Oxford,MI,Both,unknown,0,0,1
20211130OHWHW,2021,Fall,Whitehall Yearling High School,Whitehall,OH,Neither,0,0,0,0
20211130TNHUH,2021,Fall,Humboldt High School,Humboldt,TN,Both,0,0,unknown,0
20211130CALOL,2021,Fall,Los Angeles School Bus,Los Angeles,CA,Neither,0,0,0,0
20211129AZCHP,2021,Fall,Cesar Chavez High School,Phoenix,AZ,Victims Targeted,unknown,0,0,0
20211129ILWER,2021,Fall,West Middle School,Rockford,IL,null,0,0,unknown,0
20211126CAWES,2021,Fall,Westmount High School,San Jose,CA,Victims Targeted,0,0,unknown,0
20211124ILTHH,2021,Fall,Thornton Township High School,Harvey,IL,null,0,0,unknown,0
20211123OHCLC,2021,Fall,Cleveland School Bus,Cleveland,OH,Neither,0,0,0,0
20211119COHIA,2021,Fall,Hinkley High School,Aurora,CO,Victims Targeted,0,0,unknown,0
20211119MDGIB,2021,Fall,Gilmor Elementary School,Baltimore,MD,Victims Targeted,0,unknown,unknown,0
20211116FLJAJ,2021,Fall,Jacksonville School Bus,Jacksonville,FL,Both,0,0,unknown,0
20211116NYPSB,2021,Fall,P.S. 44,Bronx,NY,Victims Targeted,0,0,unknown,0
20211115NYPOP,2021,Fall,Poughkeepsie High School,Poughkeepsie,NY,Victims Targeted,0,0,0,0
20211110NYITI,2021,Fall,Ithaca High School,Ithaca,NY,null,0,0,unknown,0
20211109NMMEL,2021,Fall,Mesilla Valley Leadership Academy,Las Cruces,NM,Neither,0,0,0,0
20211108NYTHB,2021,Fall,Theodore Roosevelt High School,Bronx,NY,Victims Targeted,0,0,unknown,0
20211106FLOVO,2021,Fall,Oviedo High School,Oviedo,FL,Neither,0,0,unknown,0
20211125SCCEP,2021,Fall,Central High School,Pageland,SC,null,unknown,0,0,0
20211102NMHIH,2021,Fall,Highland Middle School,Hobbs,NM,Random Shooting,0,0,0,0
20211030PASTM,2021,Fall,Sto Rox High School,McKees Rock,PA,Victims Targeted,0,0,0,0
20211027SCCAS,2021,Fall,Calhoun County High School,St. Matthews,SC,Victims Targeted,0,0,unknown,0
20211026MSCAN,2021,Fall,Cathedral School,Natchez,MS,Neither,0,0,0,0
20211026ILWIC,2021,null,Jose de Diego Community Academy,Chicago,IL,Victims Targeted,0,0,0,0
20211022PAPHP,2021,Fall,Philadelphia Learning Academy South,Philadelphia,PA,Neither,0,0,unknown,0
20211021GABES,2021,Fall,Bethesda Academy,Savannah,GA,Random Shooting,0,0,0,0
20211021NYPSB,2021,Fall,P. S. 65 Mother Hale Academy,Bronx,NY,Victims Targeted,0,0,0,0
20211018PALIP,2021,Fall,Lincoln High School,Philadelphia,PA,Both,0,0,unknown,0
20211017ARROR,2021,null,Rogers High School,Rogers ,AR,Neither,0,0,0,0
20211015ALWIM,2021,null,Williamson High School,Mobile,AL,Both,0,0,unknown,0
20211015CAKEF,2021,Fall,Kepler Community School,Fresno,CA,Neither,0,0,0,0
20211014MEREP,2021,Fall,Reiche Community School,Portland,ME,Victims Targeted,0,0,unknown,0
20211013ILMCC,2021,Fall,McDade Classical Elementary School,Chicago,IL,Random Shooting,0,0,unknown,0
20211013PACHD,2021,Fall,Charles Kelly Elementary,Drexel Hill,PA,Both,0,0,0,0
20211012ILWEC,2021,Fall,Wendell Phillips Academy High School,Chicago,IL,Both,0,0,unknown,1
20211012ARLIL,2021,Fall,Little Rock Central High School,Little Rock,AR,Random Shooting,0,0,unknown,0
20211012OKUNT,2021,Fall,Union High School,Tulsa,OK,Random Shooting,0,0,0,0
20211012MIELK,2021,Fall,El Sol Academy,Kalamazoo,MI,Victims Targeted,0,0,unknown,unknown
20211011ORROP,2021,Fall,Rosemary Anderson High School,Portland,OR,null,0,0,unknown,0
20211008OKCOC,2021,Fall,Comanche Middle School,Comanche,OK,Random Shooting,0,0,0,unknown
20211007PAANP,2021,Fall,Antonia Pantoja Charter School,Philadelphia,PA,Neither,0,0,unknown,0
20211007DCWAW,2021,Fall,Walkins Elementary School,Washington,DC,Victims Targeted,0,0,unknown,0
20211007TXEAW,2021,Fall,East Chambers High School,Winnie,TX,Random Shooting,0,0,0,0
20211007NCEAD,2021,Fall,Eastway Elementary School,Durham,NC,Victims Targeted,0,0,0,0
20211006TXTIA,2021,Fall,Timberview High School,Arlington,TX,Both,0,0,0,0
20211005NDHEH,2021,Fall,Hettinger Public School,Hettinger,ND,Victims Targeted,unknown,0,0,0
20211005NCGAC,2021,Fall,Garinger High School,Charlotte,NC,Victims Targeted,0,0,unknown,0
20211004PASCP,2021,Fall,School of the Future,Philadelphia,PA,Both,0,unknown,0,0
20211004OHWOT,2021,Fall,Woodward High School,Toledo,OH,null,0,0,unknown,0
20211004ILLAC,2021,Fall,Lakeview High School,Chicago,IL,null,0,0,unknown,0
20211004NMSAS,2021,Winter,Santa Fe Indian School,Santa Fe,NM,Random Shooting,0,0,0,0
20211001TXYEH,2021,Fall,YES Prep,Houston,TX,Both,0,0,0,0
20211001INBEI,2021,Fall,Ben Davis High School,Indianapolis,IN,Victims Targeted,0,0,unknown,0
20211001NCSEF,2021,Fall,Seventy-First High School,Fayetteville,NC,Victims Targeted,0,0,1,0
20211001NJCHC,2021,Fall,Cherry Hill West High School,Cherry Hill,NJ,Random Shooting,0,0,unknown,0
20211001NCNOD,2021,Fall,Northern High School,Durham,NC,Random Shooting,0,0,unknown,0
20210930TNCUM,2021,Fall,Cummings Elementary School,Memphis,TN,Victims Targeted,unknown,0,unknown,unknown
20210930MSNEN,2021,Fall,Newton Elementary School,Newton,MS,Random Shooting,0,0,0,0
20210929OHSHS,2021,Fall,Shaker Heights Middle School,Shaker Heights,OH,Neither,0,0,0,0
20210928MESOS,2021,Fall,South Portland High School,South Portland,ME,Victims Targeted,0,0,0,0
20210927ILCAC,2021,Fall,Canterbury Elementary School,Crystal Lake,IL,null,unknown,0,0,0
20210924MDWIB,2021,Fall,Wildwood Elementary/Middle School,Baltimore,MD,Victims Targeted,0,0,unknown,0
20210924ALFAF,2021,Fall,Fairfield High Preparatory School,Fairfield,AL,Random Shooting,0,0,0,0
20210924VAESE,2021,Fall,Essex High School,Essex,VA,Neither,0,0,unknown,0
20210924TNSTS,2021,Fall,Stewarts Creek High School,Smyrna,FL,Neither,0,0,0,0
20210923IDRIR,2021,Fall,Rigby Middle School,Rigby,ID,Victims Targeted,0,0,0,0
20210922NYSOB,2021,Fall,South Shore High School,Brooklyn,NY,null,0,0,unknown,0
20210922CTLIN,2021,Fall,Lincoln-Bassett Community School,New Haven,CT,Neither,0,0,unknown,0
20210921GAFRA,2021,Fall,Fred A. Toomer Elementary School,Atlanta,GA,Victims Targeted,0,0,0,0
20210921PAVAP,2021,Fall,Vaux Big Picture High School,Philadelphia,PA,Victims Targeted,0,0,unknown,0
20210921OHMIM,2021,Fall,Middletown Preparatory and Fitness Academy,Middletown,OH,Neither,0,0,0,0
20210921KSEAW,2021,Fall,East High School,Wichita,KS,Both,0,0,0,0
20210921FLLAL,2021,Fall,Lake Asbury Elementary School,Lake Asbury,FL,Neither,0,0,0,0
20210920OHEAC,2021,Fall,Eastside Arts Academy,Cleveland,OH,null,0,0,unknown,0
20210920VAHEN,2021,Fall,Heritage High School,Newport News,VA,Both,0,0,unknown,0
20210918COWIC,2021,Fall,Widefield High School,Colorado Springs,CO,Both,0,0,unknown,0
20210917NCPAW,2021,Fall,Parkland High School,Winston-Salem,NC,Random Shooting,0,0,unknown,0
20210917VAHEH,2021,Fall,Hermitage High School,Henrico,VA,Neither,0,0,0,0
20210917PAWEP,2021,Fall,West Philadelphia High School,Philadelphia,PA,null,0,0,unknown,0
20210917GASWS,2021,Fall,Swainsboro High School,Swainsboro,GA,Neither,0,0,unknown,0
20210917TNAUK,2021,Fall,Austin-East High School,Knoxville,TN,null,0,0,unknown,0
20210916WIORM,2021,Fall,Orchard Ridge Elementary School,Madison,WI,null,0,0,unknown,0
20210916UTPRP,2021,Fall,Provo High School,Provo,UT,Victims Targeted,0,0,0,0
20210916OHBEC,2021,Fall,Beechcroft High School,Columbus,OH,Neither,0,0,unknown,0
20210915KYMAL,2021,Fall,Mary Todd Elementary School,Lexington,KY,Victims Targeted,0,0,0,0
20210915ILCEC,2021,Fall,Centennial High School,Champaign,IL,null,0,0,unknown,0
20210915VASPS,2021,Fall,Springfield Estates Elementary,Springfield,VA,null,0,0,0,0
20210914MOMCH,2021,Fall,McNair Elementary School,Hazelwood,MO,Victims Targeted,0,0,0,0
20210914TNLAL,2021,Fall,La Vergne High School,La Vergne,TN,Random Shooting,0,0,unknown,0
20210913SCEDC,2021,Fall,Edwards Elementary School,Chesterfield County,SC,Victims Targeted,0,1,0,0
20210910CONOA,2021,Fall,North Area Athletic Complex,Arvada,CA,Victims Targeted,0,0,unknown,0
20210910CASTP,2021,Fall,Stratford School,Palo Alto,CA,Random Shooting,0,0,0,0
20210908MNPRB,2021,Fall,Prairie Seeds Academy,Brooklyn Park,MN,Both,0,0,unknown,0
20210909ILCHC,2021,Fall,Champaign School Bus,Champaign,IL,Both,0,0,unknown,0
20210909MITRF,2021,Fall,Tri-County Education Center,Ferndale,MI,Neither,0,0,unknown,0
20210909NCSHE,2021,null,Sheep-Harney Elementary School,Elizabeth City,NC,Random Shooting,0,0,0,0
20210908ILCEC,2021,Fall,Centennial High School,Champaign,IL,Victims Targeted,0,0,0,0
20210907PAHAH,2021,Fall,Harrisburg High School,Harrisburg,PA,Neither,0,0,0,0
20210907TNLAL,2021,Fall,La Vergne High School,La Vergne,TN,Random Shooting,0,0,unknown,0
20210907MAOMG,2021,Fall,OÆMaley Innovation Middle School,Gloucester,MA,Random Shooting,0,0,0,0
20210903CAMTH,2021,Fall,Mt. Eden High School,Hayward,CA,Victims Targeted,0,0,unknown,0
20210903NVDEL,2021,Fall,Desert Oasis High School,Las Vegas,NV,Neither,0,0,unknown,0
20210903NCJUC,2021,Fall,Julius Chambers High School,Charlotte,NC,Neither,0,0,0,0
20210903CABUB,2021,Fall,Buena Park School District Bus,Buena Park,CA,Victims Targeted,0,1,0,0
20210902ARLIL,2021,Fall,Little Rock Central High School,Little Rock,AR,Neither,0,0,0,0
20210902INWEG,2021,Fall,West Side Leadership Academy,Gary,IN,Victims Targeted,0,0,unknown,1
20210902CASAL,2021,Fall,Santee High School,Los Angeles,CA,Both,0,0,unknown,0
20210902GAWOS,2021,Fall,Woodland High School,Stockbridge,GA,Neither,0,0,0,0
20210902NMALA,2021,Fall,Albuquerque Christ Lutheran Church and School,Albuquerque,NM,Victims Targeted,0,0,unknown,0
20210902CASAL,2021,Fall,Santee High School,Los Angeles,CA,Victims Targeted,0,0,1,0
20210901NCMTW,2021,Fall,Mt. Tabor High School,Winston-Salem,NC,Victims Targeted,unknown,0,0,0
20210901ILFRC,2021,Fall,Frazier International Magnet School,Chicago,IL,Victims Targeted,0,0,unknown,0
20210830NCNEW,2021,Fall,New Hanover High School,Wilmington,NC,Victims Targeted,1,0,0,0
